"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:1903047","GO:1903047","mitotic cell cycle process",164,0.447313651607967,1.9070606843291,2.19417986778754e-06,0.000152714918798013,0.000127551140209018,4094,"tags=35%, list=23%, signal=28%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0070730/Me1_v2_0197210/Me1_v2_0070720/Me1_v2_0018840/Me1_v2_0084470/Me1_v2_0109700/Me1_v2_0030690/Me1_v2_0038920/Me1_v2_0192840/Me1_v2_0212290/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0146380/Me1_v2_0030250/Me1_v2_0010690/Me1_v2_0103410/Me1_v2_0102220/Me1_v2_0016660/Me1_v2_0051720/Me1_v2_0218700/Me1_v2_0205410/Me1_v2_0235070/Me1_v2_0084460/Me1_v2_0205400/Me1_v2_0023820/Me1_v2_0166300/Me1_v2_0102230/Me1_v2_0131200/Me1_v2_0102240/Me1_v2_0068730/Me1_v2_0014740/Me1_v2_0213580/Me1_v2_0173130/Me1_v2_0027530/Me1_v2_0081500/Me1_v2_0207410/Me1_v2_0221440/Me1_v2_0221780/Me1_v2_0118170/Me1_v2_0089750/Me1_v2_0173120/Me1_v2_0185470/Me1_v2_0107850/Me1_v2_0151270/Me1_v2_0087280/Me1_v2_0132440/Me1_v2_0124080/Me1_v2_0107860/Me1_v2_0107870/Me1_v2_0138860/Me1_v2_0205360/Me1_v2_0039980/Me1_v2_0080410/Me1_v2_0140850/Me1_v2_0172620/Me1_v2_0151280"
"GO:0009547","GO:0009547","plastid ribosome",10,-0.910981245825777,-1.99107373639264,3.03612484070149e-06,0.000206160281866169,0.000172189981337859,969,"tags=30%, list=5%, signal=28%","Me1_v2_0127890/Me1_v2_0040250/Me1_v2_0042210"
"GO:0098754","GO:0098754","detoxification",52,-0.652997481941411,-2.07471894197867,3.24555925146209e-06,0.000215134213239773,0.000179685222718791,3753,"tags=52%, list=21%, signal=41%","Me1_v2_0200870/Me1_v2_0035950/Me1_v2_0090290/Me1_v2_0215140/Me1_v2_0116120/Me1_v2_0203040/Me1_v2_0067560/Me1_v2_0108320/Me1_v2_0109190/Me1_v2_0035900/Me1_v2_0091740/Me1_v2_0229810/Me1_v2_0226620/Me1_v2_0218050/Me1_v2_0201620/Me1_v2_0227320/Me1_v2_0113240/Me1_v2_0073890/Me1_v2_0109620/Me1_v2_0080930/Me1_v2_0113260/Me1_v2_0113250/Me1_v2_0134740/Me1_v2_0153960/Me1_v2_0105890/Me1_v2_0065120/Me1_v2_0166130"
"GO:1903426","GO:1903426","regulation of reactive oxygen species biosynthetic process",12,0.872761124933594,2.10478593209724,3.38033215630504e-06,0.000218856854026819,0.000182794461034953,1032,"tags=67%, list=6%, signal=63%","Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0184520/Me1_v2_0066240/Me1_v2_0204590"
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis",89,0.516245035485679,2.03649375107542,4.46261364216889e-06,0.000282361735904504,0.000235835252046676,4094,"tags=44%, list=23%, signal=34%","Me1_v2_0098780/Me1_v2_0070730/Me1_v2_0070720/Me1_v2_0018840/Me1_v2_0109700/Me1_v2_0192840/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0030250/Me1_v2_0010690/Me1_v2_0102220/Me1_v2_0016660/Me1_v2_0051720/Me1_v2_0205410/Me1_v2_0235070/Me1_v2_0205400/Me1_v2_0023820/Me1_v2_0102230/Me1_v2_0102240/Me1_v2_0014740/Me1_v2_0173130/Me1_v2_0027530/Me1_v2_0081500/Me1_v2_0207410/Me1_v2_0221440/Me1_v2_0221780/Me1_v2_0118170/Me1_v2_0089750/Me1_v2_0173120/Me1_v2_0185470/Me1_v2_0107850/Me1_v2_0151270/Me1_v2_0087280/Me1_v2_0124080/Me1_v2_0107860/Me1_v2_0107870/Me1_v2_0039980/Me1_v2_0172620/Me1_v2_0151280"
"GO:0009062","GO:0009062","fatty acid catabolic process",28,-0.754935399428329,-2.11247662961157,4.81232006292427e-06,0.000289110303686133,0.000241471816713047,1174,"tags=50%, list=7%, signal=47%","Me1_v2_0062330/Me1_v2_0226240/Me1_v2_0061030/Me1_v2_0120920/Me1_v2_0053830/Me1_v2_0107080/Me1_v2_0197960/Me1_v2_0001920/Me1_v2_0228210/Me1_v2_0078830/Me1_v2_0072050/Me1_v2_0190930/Me1_v2_0159980/Me1_v2_0133400"
"GO:0101031","GO:0101031","chaperone complex",12,-0.875699766533215,-1.98702265206499,4.88081331654032e-06,0.000289110303686133,0.000241471816713047,25,"tags=25%, list=0%, signal=25%","Me1_v2_0214100/Me1_v2_0214180/Me1_v2_0214160"
"GO:0071229","GO:0071229","cellular response to acid chemical",191,0.405186735687353,1.7439891472314,4.76690746675535e-06,0.000289110303686133,0.000241471816713047,1685,"tags=23%, list=9%, signal=21%","Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0162900/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0073130/Me1_v2_0152070/Me1_v2_0199390/Me1_v2_0232160/Me1_v2_0012200/Me1_v2_0055540/Me1_v2_0018110/Me1_v2_0008250/Me1_v2_0058370/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0118990/Me1_v2_0050840/Me1_v2_0023670/Me1_v2_0066240/Me1_v2_0184250/Me1_v2_0058400/Me1_v2_0204590/Me1_v2_0185540/Me1_v2_0061590/Me1_v2_0166090/Me1_v2_0151200/Me1_v2_0050810/Me1_v2_0040090/Me1_v2_0199220/Me1_v2_0207610/Me1_v2_0164440/Me1_v2_0078420/Me1_v2_0044290/Me1_v2_0045270/Me1_v2_0074270/Me1_v2_0027960/Me1_v2_0060390/Me1_v2_0223400"
"GO:0000910","GO:0000910","cytokinesis",90,0.515050070422209,2.02300126855183,5.5713246899552e-06,0.000323136832017402,0.000269891584212961,4094,"tags=43%, list=23%, signal=34%","Me1_v2_0098780/Me1_v2_0070730/Me1_v2_0070720/Me1_v2_0018840/Me1_v2_0109700/Me1_v2_0192840/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0030250/Me1_v2_0010690/Me1_v2_0102220/Me1_v2_0016660/Me1_v2_0051720/Me1_v2_0205410/Me1_v2_0235070/Me1_v2_0205400/Me1_v2_0023820/Me1_v2_0102230/Me1_v2_0102240/Me1_v2_0014740/Me1_v2_0173130/Me1_v2_0027530/Me1_v2_0081500/Me1_v2_0207410/Me1_v2_0221440/Me1_v2_0221780/Me1_v2_0118170/Me1_v2_0089750/Me1_v2_0173120/Me1_v2_0185470/Me1_v2_0107850/Me1_v2_0151270/Me1_v2_0087280/Me1_v2_0124080/Me1_v2_0107860/Me1_v2_0107870/Me1_v2_0039980/Me1_v2_0172620/Me1_v2_0151280"
"GO:0051301","GO:0051301","cell division",118,0.474021797935943,1.9279850634081,6.73092411390469e-06,0.000382426382308381,0.00031941162980914,4288,"tags=41%, list=24%, signal=31%","Me1_v2_0098780/Me1_v2_0070730/Me1_v2_0070720/Me1_v2_0018840/Me1_v2_0109700/Me1_v2_0192840/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0030250/Me1_v2_0010690/Me1_v2_0102220/Me1_v2_0016660/Me1_v2_0051720/Me1_v2_0205410/Me1_v2_0235070/Me1_v2_0205400/Me1_v2_0023820/Me1_v2_0087620/Me1_v2_0036630/Me1_v2_0102230/Me1_v2_0102240/Me1_v2_0014740/Me1_v2_0173130/Me1_v2_0116850/Me1_v2_0027530/Me1_v2_0081500/Me1_v2_0207410/Me1_v2_0221440/Me1_v2_0221780/Me1_v2_0161640/Me1_v2_0118170/Me1_v2_0089750/Me1_v2_0173120/Me1_v2_0185470/Me1_v2_0107850/Me1_v2_0151270/Me1_v2_0087280/Me1_v2_0132440/Me1_v2_0124080/Me1_v2_0218310/Me1_v2_0107860/Me1_v2_0107870/Me1_v2_0039980/Me1_v2_0128360/Me1_v2_0172620/Me1_v2_0151280/Me1_v2_0132450/Me1_v2_0051690"
"GO:0007165","GO:0007165","signal transduction",478,0.320048184171327,1.49427431984734,7.03302979464391e-06,0.000391599098965773,0.000327072901397229,4099,"tags=32%, list=23%, signal=26%","Me1_v2_0063070/Me1_v2_0106850/Me1_v2_0165900/Me1_v2_0059560/Me1_v2_0080180/Me1_v2_0064250/Me1_v2_0224400/Me1_v2_0028960/Me1_v2_0152070/Me1_v2_0165890/Me1_v2_0165050/Me1_v2_0199390/Me1_v2_0092630/Me1_v2_0092640/Me1_v2_0232160/Me1_v2_0012200/Me1_v2_0100110/Me1_v2_0055540/Me1_v2_0008250/Me1_v2_0094760/Me1_v2_0116530/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0120270/Me1_v2_0079450/Me1_v2_0023670/Me1_v2_0032270/Me1_v2_0103410/Me1_v2_0029150/Me1_v2_0216470/Me1_v2_0184250/Me1_v2_0219670/Me1_v2_0200700/Me1_v2_0185540/Me1_v2_0061590/Me1_v2_0072010/Me1_v2_0024410/Me1_v2_0041930/Me1_v2_0151200/Me1_v2_0050810/Me1_v2_0045670/Me1_v2_0189250/Me1_v2_0199220/Me1_v2_0207610/Me1_v2_0135000/Me1_v2_0118210/Me1_v2_0164440/Me1_v2_0113300/Me1_v2_0135010/Me1_v2_0078420/Me1_v2_0113530/Me1_v2_0044290/Me1_v2_0045270/Me1_v2_0074270/Me1_v2_0037420/Me1_v2_0004240/Me1_v2_0200690/Me1_v2_0027960/Me1_v2_0191070/Me1_v2_0060390/Me1_v2_0223400/Me1_v2_0213250/Me1_v2_0061560/Me1_v2_0025770/Me1_v2_0064150/Me1_v2_0129590/Me1_v2_0183200/Me1_v2_0096350/Me1_v2_0133100/Me1_v2_0173130/Me1_v2_0054660/Me1_v2_0005150/Me1_v2_0116850/Me1_v2_0135050/Me1_v2_0113540/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0176870/Me1_v2_0177070/Me1_v2_0027100/Me1_v2_0023060/Me1_v2_0100750/Me1_v2_0170150/Me1_v2_0027440/Me1_v2_0020950/Me1_v2_0105490/Me1_v2_0164370/Me1_v2_0132410/Me1_v2_0154020/Me1_v2_0057540/Me1_v2_0099540/Me1_v2_0135040/Me1_v2_0226980/Me1_v2_0192250/Me1_v2_0190210/Me1_v2_0113520/Me1_v2_0161640/Me1_v2_0114700/Me1_v2_0089290/Me1_v2_0100740/Me1_v2_0044430/Me1_v2_0150020/Me1_v2_0153740/Me1_v2_0186440/Me1_v2_0173120/Me1_v2_0162600/Me1_v2_0185470/Me1_v2_0039820/Me1_v2_0071950/Me1_v2_0067620/Me1_v2_0159840/Me1_v2_0034030/Me1_v2_0068700/Me1_v2_0119670/Me1_v2_0021940/Me1_v2_0058520/Me1_v2_0210950/Me1_v2_0160450/Me1_v2_0218560/Me1_v2_0040470/Me1_v2_0080590/Me1_v2_0177330/Me1_v2_0063190/Me1_v2_0136900/Me1_v2_0129220/Me1_v2_0116160/Me1_v2_0096460/Me1_v2_0117630/Me1_v2_0221930/Me1_v2_0109100/Me1_v2_0003730/Me1_v2_0067630/Me1_v2_0219280/Me1_v2_0143780/Me1_v2_0034580/Me1_v2_0108630/Me1_v2_0218310/Me1_v2_0080630/Me1_v2_0093760/Me1_v2_0159590/Me1_v2_0057570/Me1_v2_0014400/Me1_v2_0117430/Me1_v2_0086020/Me1_v2_0080410/Me1_v2_0092250/Me1_v2_0128270/Me1_v2_0188490/Me1_v2_0030460/Me1_v2_0202930/Me1_v2_0213790/Me1_v2_0060400/Me1_v2_0064820/Me1_v2_0153790"
"GO:0006631","GO:0006631","fatty acid metabolic process",109,-0.541094691556357,-1.92685067724264,7.34361951325164e-06,0.000400875229899854,0.000334820547054136,3399,"tags=35%, list=19%, signal=28%","Me1_v2_0154470/Me1_v2_0186480/Me1_v2_0061460/Me1_v2_0060060/Me1_v2_0226850/Me1_v2_0083950/Me1_v2_0040100/Me1_v2_0178910/Me1_v2_0092880/Me1_v2_0062330/Me1_v2_0012110/Me1_v2_0081300/Me1_v2_0226240/Me1_v2_0061030/Me1_v2_0171180/Me1_v2_0029830/Me1_v2_0145280/Me1_v2_0031820/Me1_v2_0181740/Me1_v2_0171170/Me1_v2_0120920/Me1_v2_0053830/Me1_v2_0124950/Me1_v2_0155080/Me1_v2_0107080/Me1_v2_0094600/Me1_v2_0197960/Me1_v2_0091280/Me1_v2_0001920/Me1_v2_0122150/Me1_v2_0228210/Me1_v2_0078830/Me1_v2_0131420/Me1_v2_0072050/Me1_v2_0190930/Me1_v2_0159980/Me1_v2_0133400/Me1_v2_0213110"
"GO:0090333","GO:0090333","regulation of stomatal closure",20,0.789126462905606,2.18153756386206,7.88990798846265e-06,0.000422413535382308,0.000352809853168299,1032,"tags=45%, list=6%, signal=42%","Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0215600/Me1_v2_0184520/Me1_v2_0066240/Me1_v2_0204590"
"GO:0006814","GO:0006814","sodium ion transport",23,0.757909540071678,2.19090857060316,8.45540536814916e-06,0.000444148085753345,0.000370963067690993,2833,"tags=61%, list=16%, signal=51%","Me1_v2_0123370/Me1_v2_0054010/Me1_v2_0169500/Me1_v2_0026290/Me1_v2_0064720/Me1_v2_0185540/Me1_v2_0130420/Me1_v2_0033750/Me1_v2_0014880/Me1_v2_0101470/Me1_v2_0034250/Me1_v2_0159230/Me1_v2_0192250/Me1_v2_0160180"
"GO:0044273","GO:0044273","sulfur compound catabolic process",22,-0.785101428770468,-2.07496488576966,8.78053354998606e-06,0.000452685285243726,0.000378093540193357,418,"tags=32%, list=2%, signal=31%","Me1_v2_0070610/Me1_v2_0181120/Me1_v2_0036840/Me1_v2_0199730/Me1_v2_0039210/Me1_v2_0155600/Me1_v2_0199720"
"GO:0032879","GO:0032879","regulation of localization",152,0.429446876649527,1.81775250292543,1.08757457921454e-05,0.000550510477915139,0.000459799472820078,4057,"tags=32%, list=23%, signal=25%","Me1_v2_0063070/Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0080180/Me1_v2_0225300/Me1_v2_0152070/Me1_v2_0018840/Me1_v2_0030690/Me1_v2_0192840/Me1_v2_0212290/Me1_v2_0050840/Me1_v2_0029850/Me1_v2_0122720/Me1_v2_0225700/Me1_v2_0184250/Me1_v2_0041930/Me1_v2_0169250/Me1_v2_0078420/Me1_v2_0118110/Me1_v2_0055160/Me1_v2_0061560/Me1_v2_0096350/Me1_v2_0169260/Me1_v2_0213990/Me1_v2_0178960/Me1_v2_0023060/Me1_v2_0233820/Me1_v2_0231000/Me1_v2_0207410/Me1_v2_0221440/Me1_v2_0192250/Me1_v2_0110550/Me1_v2_0187820/Me1_v2_0127710/Me1_v2_0209100/Me1_v2_0068740/Me1_v2_0185470/Me1_v2_0030730/Me1_v2_0224290/Me1_v2_0116160/Me1_v2_0096460/Me1_v2_0100020/Me1_v2_0159590/Me1_v2_0198460/Me1_v2_0222330/Me1_v2_0046730/Me1_v2_0027820/Me1_v2_0188490/Me1_v2_0213790"
"GO:0015081","GO:0015081","sodium ion transmembrane transporter activity",22,0.760713017185377,2.17571896337973,1.266639041352e-05,0.000559733823987933,0.000467503031302686,2833,"tags=64%, list=16%, signal=54%","Me1_v2_0123370/Me1_v2_0054010/Me1_v2_0169500/Me1_v2_0026290/Me1_v2_0064720/Me1_v2_0185540/Me1_v2_0130420/Me1_v2_0033750/Me1_v2_0014880/Me1_v2_0101470/Me1_v2_0034250/Me1_v2_0159230/Me1_v2_0192250/Me1_v2_0160180"
"GO:0035725","GO:0035725","sodium ion transmembrane transport",22,0.760713017185377,2.17571896337973,1.266639041352e-05,0.000559733823987933,0.000467503031302686,2833,"tags=64%, list=16%, signal=54%","Me1_v2_0123370/Me1_v2_0054010/Me1_v2_0169500/Me1_v2_0026290/Me1_v2_0064720/Me1_v2_0185540/Me1_v2_0130420/Me1_v2_0033750/Me1_v2_0014880/Me1_v2_0101470/Me1_v2_0034250/Me1_v2_0159230/Me1_v2_0192250/Me1_v2_0160180"
"GO:0051783","GO:0051783","regulation of nuclear division",27,0.721736724917475,2.16762695766118,1.21954187360757e-05,0.000559733823987933,0.000467503031302686,1180,"tags=22%, list=7%, signal=21%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0038920/Me1_v2_0218700"
"GO:0046906","GO:0046906","tetrapyrrole binding",33,0.67624057100187,2.15017045695199,1.15948080703167e-05,0.000559733823987933,0.000467503031302686,1032,"tags=45%, list=6%, signal=43%","Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0065960/Me1_v2_0073130/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0090340/Me1_v2_0111850/Me1_v2_0076900/Me1_v2_0085670/Me1_v2_0184520/Me1_v2_0066240/Me1_v2_0204590"
"GO:0009769","GO:0009769","photosynthesis, light harvesting in photosystem II",10,0.890919503191961,2.0515183431004,1.21675223643766e-05,0.000559733823987933,0.000467503031302686,1032,"tags=80%, list=6%, signal=75%","Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0184520/Me1_v2_0066240/Me1_v2_0204590"
"GO:0009295","GO:0009295","nucleoid",41,-0.676870719607471,-2.05025042042426,1.17882325043819e-05,0.000559733823987933,0.000467503031302686,247,"tags=29%, list=1%, signal=29%","Me1_v2_0094440/Me1_v2_0158000/Me1_v2_0128570/Me1_v2_0229810/Me1_v2_0167830/Me1_v2_0099550/Me1_v2_0207400/Me1_v2_0042230/Me1_v2_0035430/Me1_v2_0214100/Me1_v2_0214180/Me1_v2_0214160"
"GO:0042542","GO:0042542","response to hydrogen peroxide",48,-0.653551808046474,-2.03662744666947,1.22842713398357e-05,0.000559733823987933,0.000467503031302686,2625,"tags=38%, list=15%, signal=32%","Me1_v2_0098140/Me1_v2_0079820/Me1_v2_0105180/Me1_v2_0226620/Me1_v2_0042090/Me1_v2_0052660/Me1_v2_0087740/Me1_v2_0122310/Me1_v2_0087730/Me1_v2_0124990/Me1_v2_0083500/Me1_v2_0103210/Me1_v2_0129030/Me1_v2_0111960/Me1_v2_0103200/Me1_v2_0214100/Me1_v2_0214180/Me1_v2_0214160"
"GO:0019684","GO:0019684","photosynthesis, light reaction",76,0.533212795677472,2.01937229816154,1.18395528927026e-05,0.000559733823987933,0.000467503031302686,1496,"tags=32%, list=8%, signal=29%","Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0227980/Me1_v2_0065960/Me1_v2_0073130/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0090340/Me1_v2_0111850/Me1_v2_0076900/Me1_v2_0090870/Me1_v2_0085670/Me1_v2_0067870/Me1_v2_0184520/Me1_v2_0202920/Me1_v2_0070300/Me1_v2_0066240/Me1_v2_0146710/Me1_v2_0204590/Me1_v2_0147340/Me1_v2_0157570/Me1_v2_0053130"
"GO:1901701","GO:1901701","cellular response to oxygen-containing compound",283,0.356579910416811,1.58564907448309,1.42245132160226e-05,0.000618766324896981,0.000516808383128188,2186,"tags=21%, list=12%, signal=19%","Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0162900/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0073130/Me1_v2_0059560/Me1_v2_0224400/Me1_v2_0152070/Me1_v2_0199390/Me1_v2_0232160/Me1_v2_0012200/Me1_v2_0100110/Me1_v2_0055540/Me1_v2_0018110/Me1_v2_0008250/Me1_v2_0058370/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0118990/Me1_v2_0050840/Me1_v2_0023670/Me1_v2_0066240/Me1_v2_0029150/Me1_v2_0184250/Me1_v2_0058400/Me1_v2_0204590/Me1_v2_0219670/Me1_v2_0185540/Me1_v2_0061590/Me1_v2_0166090/Me1_v2_0151200/Me1_v2_0050810/Me1_v2_0189250/Me1_v2_0040090/Me1_v2_0199220/Me1_v2_0207610/Me1_v2_0164440/Me1_v2_0078420/Me1_v2_0044290/Me1_v2_0045270/Me1_v2_0074270/Me1_v2_0027960/Me1_v2_0162950/Me1_v2_0060390/Me1_v2_0223400/Me1_v2_0064150/Me1_v2_0129590/Me1_v2_0133100/Me1_v2_0054660/Me1_v2_0005150/Me1_v2_0116850/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0177070"
"GO:0000302","GO:0000302","response to reactive oxygen species",105,-0.53054566341876,-1.87314064634614,1.44665756624192e-05,0.000619614563756539,0.000517516852441846,2251,"tags=24%, list=13%, signal=21%","Me1_v2_0105180/Me1_v2_0078600/Me1_v2_0035900/Me1_v2_0226620/Me1_v2_0171180/Me1_v2_0042090/Me1_v2_0052660/Me1_v2_0087740/Me1_v2_0122310/Me1_v2_0080930/Me1_v2_0031820/Me1_v2_0217220/Me1_v2_0087730/Me1_v2_0171170/Me1_v2_0191160/Me1_v2_0124990/Me1_v2_0122760/Me1_v2_0083500/Me1_v2_0103210/Me1_v2_0129030/Me1_v2_0111960/Me1_v2_0103200/Me1_v2_0214100/Me1_v2_0214180/Me1_v2_0214160"
"GO:0004806","GO:0004806","triglyceride lipase activity",12,-0.859912548229303,-1.95120037417727,1.47579633196059e-05,0.00062251772548156,0.000519941642312752,1475,"tags=67%, list=8%, signal=61%","Me1_v2_0025690/Me1_v2_0096780/Me1_v2_0037970/Me1_v2_0027320/Me1_v2_0083280/Me1_v2_0096800/Me1_v2_0156250/Me1_v2_0096810"
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation",14,0.837546255578529,2.1113064905203,1.58611585717115e-05,0.000630820935194925,0.0005268766809761,1180,"tags=29%, list=7%, signal=27%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0038920/Me1_v2_0218700"
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation",14,0.837546255578529,2.1113064905203,1.58611585717115e-05,0.000630820935194925,0.0005268766809761,1180,"tags=29%, list=7%, signal=27%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0038920/Me1_v2_0218700"
"GO:0051985","GO:0051985","negative regulation of chromosome segregation",14,0.837546255578529,2.1113064905203,1.58611585717115e-05,0.000630820935194925,0.0005268766809761,1180,"tags=29%, list=7%, signal=27%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0038920/Me1_v2_0218700"
"GO:0071495","GO:0071495","cellular response to endogenous stimulus",260,0.366820085568003,1.62236802643285,1.55748978424973e-05,0.000630820935194925,0.0005268766809761,4114,"tags=35%, list=23%, signal=28%","Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0073130/Me1_v2_0059560/Me1_v2_0224400/Me1_v2_0152070/Me1_v2_0199390/Me1_v2_0012200/Me1_v2_0055540/Me1_v2_0018110/Me1_v2_0008250/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0023670/Me1_v2_0066240/Me1_v2_0184250/Me1_v2_0204590/Me1_v2_0219670/Me1_v2_0185540/Me1_v2_0061590/Me1_v2_0151200/Me1_v2_0050810/Me1_v2_0189250/Me1_v2_0199220/Me1_v2_0207610/Me1_v2_0164440/Me1_v2_0078420/Me1_v2_0044290/Me1_v2_0045270/Me1_v2_0074270/Me1_v2_0037420/Me1_v2_0063160/Me1_v2_0027960/Me1_v2_0060390/Me1_v2_0223400/Me1_v2_0064150/Me1_v2_0129590/Me1_v2_0133100/Me1_v2_0054660/Me1_v2_0005150/Me1_v2_0116850/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0100750/Me1_v2_0170150/Me1_v2_0164370/Me1_v2_0132410/Me1_v2_0154020/Me1_v2_0226980/Me1_v2_0192250/Me1_v2_0161640/Me1_v2_0138290/Me1_v2_0100740/Me1_v2_0181380/Me1_v2_0150020/Me1_v2_0153740/Me1_v2_0138270/Me1_v2_0159840/Me1_v2_0200960/Me1_v2_0068700/Me1_v2_0058520/Me1_v2_0160450/Me1_v2_0218560/Me1_v2_0040470/Me1_v2_0080590/Me1_v2_0177330/Me1_v2_0224450/Me1_v2_0109100/Me1_v2_0138260/Me1_v2_0003730/Me1_v2_0219280/Me1_v2_0108630/Me1_v2_0218310/Me1_v2_0080630/Me1_v2_0093760/Me1_v2_0159590/Me1_v2_0117430/Me1_v2_0092250/Me1_v2_0128270/Me1_v2_0188490/Me1_v2_0030460/Me1_v2_0213790/Me1_v2_0060400/Me1_v2_0153790/Me1_v2_0000810"
"GO:0000775","GO:0000775","chromosome, centromeric region",33,0.671669599504797,2.13563662344061,1.62326464966628e-05,0.000636502645728301,0.000531622181039707,1807,"tags=36%, list=10%, signal=33%","Me1_v2_0197210/Me1_v2_0049230/Me1_v2_0092630/Me1_v2_0092640/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0065690/Me1_v2_0146380/Me1_v2_0051720/Me1_v2_0218700/Me1_v2_0023820/Me1_v2_0131200"
"GO:0071215","GO:0071215","cellular response to abscisic acid stimulus",112,0.464514877805391,1.8745869897468,1.81066907746821e-05,0.000690534618037191,0.000576750972188504,1781,"tags=29%, list=10%, signal=26%","Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0073130/Me1_v2_0152070/Me1_v2_0199390/Me1_v2_0012200/Me1_v2_0055540/Me1_v2_0008250/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0023670/Me1_v2_0066240/Me1_v2_0184250/Me1_v2_0204590/Me1_v2_0185540/Me1_v2_0151200/Me1_v2_0050810/Me1_v2_0199220/Me1_v2_0164440/Me1_v2_0078420/Me1_v2_0074270/Me1_v2_0027960/Me1_v2_0060390/Me1_v2_0223400/Me1_v2_0064150"
"GO:0097306","GO:0097306","cellular response to alcohol",112,0.464514877805391,1.8745869897468,1.81066907746821e-05,0.000690534618037191,0.000576750972188504,1781,"tags=29%, list=10%, signal=26%","Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0073130/Me1_v2_0152070/Me1_v2_0199390/Me1_v2_0012200/Me1_v2_0055540/Me1_v2_0008250/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0023670/Me1_v2_0066240/Me1_v2_0184250/Me1_v2_0204590/Me1_v2_0185540/Me1_v2_0151200/Me1_v2_0050810/Me1_v2_0199220/Me1_v2_0164440/Me1_v2_0078420/Me1_v2_0074270/Me1_v2_0027960/Me1_v2_0060390/Me1_v2_0223400/Me1_v2_0064150"
"GO:0032040","GO:0032040","small-subunit processome",33,0.669192021536612,2.12775893141735,1.95755560978335e-05,0.00073646416454552,0.000615112424183702,4618,"tags=73%, list=26%, signal=54%","Me1_v2_0173910/Me1_v2_0014410/Me1_v2_0044980/Me1_v2_0060720/Me1_v2_0060710/Me1_v2_0228420/Me1_v2_0033080/Me1_v2_0028830/Me1_v2_0199170/Me1_v2_0163100/Me1_v2_0025710/Me1_v2_0199770/Me1_v2_0128290/Me1_v2_0054120/Me1_v2_0199160/Me1_v2_0113620/Me1_v2_0066590/Me1_v2_0113630/Me1_v2_0113610/Me1_v2_0206100/Me1_v2_0163110/Me1_v2_0132280/Me1_v2_0199150/Me1_v2_0051910"
