"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006766","GO:0006766","vitamin metabolic process","9/446","50/5408",0.0194092046195523,0.264164983461701,0.250877490051489,"Me1_v2_0185340/Me1_v2_0160000/Me1_v2_0110860/Me1_v2_0196410/Me1_v2_0134650/Me1_v2_0094600/Me1_v2_0102400/Me1_v2_0162480/Me1_v2_0224120",9
"GO:0031224","GO:0031224","intrinsic component of membrane","31/446","258/5408",0.0200516251849412,0.270158680601991,0.25656970434492,"Me1_v2_0227850/Me1_v2_0088010/Me1_v2_0082740/Me1_v2_0183870/Me1_v2_0233240/Me1_v2_0233250/Me1_v2_0140510/Me1_v2_0154240/Me1_v2_0055530/Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0228210/Me1_v2_0099170/Me1_v2_0123370/Me1_v2_0113940/Me1_v2_0076660/Me1_v2_0194020/Me1_v2_0165050/Me1_v2_0061870/Me1_v2_0185800/Me1_v2_0177450/Me1_v2_0124780/Me1_v2_0177460/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0234230/Me1_v2_0061860/Me1_v2_0169500/Me1_v2_0064410/Me1_v2_0106680",31
"GO:0009532","GO:0009532","plastid stroma","54/446","499/5408",0.0201414899638438,0.270158680601991,0.25656970434492,"Me1_v2_0224350/Me1_v2_0214160/Me1_v2_0215160/Me1_v2_0045960/Me1_v2_0214180/Me1_v2_0214100/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0031270/Me1_v2_0042170/Me1_v2_0040250/Me1_v2_0065960/Me1_v2_0042270/Me1_v2_0127770/Me1_v2_0073130/Me1_v2_0057530/Me1_v2_0042180/Me1_v2_0147800/Me1_v2_0077730/Me1_v2_0000370/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0039420/Me1_v2_0083500/Me1_v2_0196410/Me1_v2_0111850/Me1_v2_0147810/Me1_v2_0122760/Me1_v2_0158640/Me1_v2_0094600/Me1_v2_0189820/Me1_v2_0088300/Me1_v2_0230690/Me1_v2_0115640/Me1_v2_0111760/Me1_v2_0096170/Me1_v2_0096160/Me1_v2_0151580/Me1_v2_0216110/Me1_v2_0140300/Me1_v2_0127890/Me1_v2_0153960/Me1_v2_0140790/Me1_v2_0067870/Me1_v2_0199710/Me1_v2_0125100/Me1_v2_0184520/Me1_v2_0122920/Me1_v2_0096330/Me1_v2_0070300/Me1_v2_0179210/Me1_v2_0112830/Me1_v2_0196690",54
"GO:1901463","GO:1901463","regulation of tetrapyrrole biosynthetic process","5/446","20/5408",0.0204629091551759,0.272486740567658,0.258780662940651,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0171870/Me1_v2_0051870",5
"GO:0009267","GO:0009267","cellular response to starvation","12/446","76/5408",0.0206094779467704,0.272486740567658,0.258780662940651,"Me1_v2_0060490/Me1_v2_0185340/Me1_v2_0140510/Me1_v2_0080830/Me1_v2_0139000/Me1_v2_0207400/Me1_v2_0205660/Me1_v2_0103310/Me1_v2_0205230/Me1_v2_0199710/Me1_v2_0189010/Me1_v2_0234520",12
"GO:0042594","GO:0042594","response to starvation","14/446","94/5408",0.0209709025246319,0.275298869312721,0.261451341665811,"Me1_v2_0060490/Me1_v2_0185340/Me1_v2_0140510/Me1_v2_0080830/Me1_v2_0139000/Me1_v2_0207400/Me1_v2_0191160/Me1_v2_0205660/Me1_v2_0103310/Me1_v2_0140790/Me1_v2_0205230/Me1_v2_0199710/Me1_v2_0189010/Me1_v2_0234520",14
"GO:0004683","GO:0004683","calmodulin-dependent protein kinase activity","9/446","51/5408",0.0219122228761751,0.2816633648875,0.267495703239857,"Me1_v2_0063070/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0180850/Me1_v2_0149640/Me1_v2_0094760/Me1_v2_0161230",9
"GO:0009931","GO:0009931","calcium-dependent protein serine/threonine kinase activity","9/446","51/5408",0.0219122228761751,0.2816633648875,0.267495703239857,"Me1_v2_0063070/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0180850/Me1_v2_0149640/Me1_v2_0094760/Me1_v2_0161230",9
"GO:0010857","GO:0010857","calcium-dependent protein kinase activity","9/446","51/5408",0.0219122228761751,0.2816633648875,0.267495703239857,"Me1_v2_0063070/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0180850/Me1_v2_0149640/Me1_v2_0094760/Me1_v2_0161230",9
"GO:0042542","GO:0042542","response to hydrogen peroxide","8/446","43/5408",0.022309456638729,0.284791753367499,0.270466733841579,"Me1_v2_0214160/Me1_v2_0214180/Me1_v2_0214100/Me1_v2_0103200/Me1_v2_0111960/Me1_v2_0129030/Me1_v2_0083500/Me1_v2_0124990",8
"GO:0010117","GO:0010117","photoprotection","4/446","14/5408",0.0234586646892959,0.293391813107342,0.278634210747682,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0171870",4
"GO:0071490","GO:0071490","cellular response to far red light","4/446","14/5408",0.0234586646892959,0.293391813107342,0.278634210747682,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0171870",4
"GO:0071491","GO:0071491","cellular response to red light","4/446","14/5408",0.0234586646892959,0.293391813107342,0.278634210747682,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0171870",4
"GO:0031669","GO:0031669","cellular response to nutrient levels","13/446","87/5408",0.024952460297046,0.309610489621749,0.294037088156229,"Me1_v2_0060490/Me1_v2_0185340/Me1_v2_0140510/Me1_v2_0080830/Me1_v2_0139000/Me1_v2_0207400/Me1_v2_0205660/Me1_v2_0103310/Me1_v2_0205230/Me1_v2_0199710/Me1_v2_0189010/Me1_v2_0234520/Me1_v2_0205640",13
"GO:0009166","GO:0009166","nucleotide catabolic process","5/446","21/5408",0.025089991055247,0.309610489621749,0.294037088156229,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840/Me1_v2_0137350",5
"GO:0043621","GO:0043621","protein self-association","8/446","44/5408",0.0253740418435942,0.31104206259929,0.295396653041494,"Me1_v2_0214160/Me1_v2_0214180/Me1_v2_0214100/Me1_v2_0160520/Me1_v2_0080180/Me1_v2_0162930/Me1_v2_0224120/Me1_v2_0069050",8
"GO:0033993","GO:0033993","response to lipid","35/446","305/5408",0.0264555386636887,0.322165803068998,0.305960869586981,"Me1_v2_0224350/Me1_v2_0080920/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0192480/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0068040/Me1_v2_0132640/Me1_v2_0064660/Me1_v2_0050210/Me1_v2_0040250/Me1_v2_0157100/Me1_v2_0180850/Me1_v2_0228930/Me1_v2_0073130/Me1_v2_0149640/Me1_v2_0155410/Me1_v2_0061870/Me1_v2_0092970/Me1_v2_0223600/Me1_v2_0124780/Me1_v2_0138740/Me1_v2_0156430/Me1_v2_0127890/Me1_v2_0094760/Me1_v2_0061860/Me1_v2_0184520/Me1_v2_0061010/Me1_v2_0161230/Me1_v2_0196690/Me1_v2_0205640",35
"GO:0006638","GO:0006638","neutral lipid metabolic process","6/446","29/5408",0.0282549531605711,0.337418827743336,0.320446667423795,"Me1_v2_0096810/Me1_v2_0096800/Me1_v2_0060660/Me1_v2_0027320/Me1_v2_0096780/Me1_v2_0096330",6
"GO:0006639","GO:0006639","acylglycerol metabolic process","6/446","29/5408",0.0282549531605711,0.337418827743336,0.320446667423795,"Me1_v2_0096810/Me1_v2_0096800/Me1_v2_0060660/Me1_v2_0027320/Me1_v2_0096780/Me1_v2_0096330",6
"GO:0046527","GO:0046527","glucosyltransferase activity","6/446","29/5408",0.0282549531605711,0.337418827743336,0.320446667423795,"Me1_v2_0137390/Me1_v2_0225280/Me1_v2_0223600/Me1_v2_0141160/Me1_v2_0075400/Me1_v2_0153620",6
"GO:0016854","GO:0016854","racemase and epimerase activity","4/446","15/5408",0.0299581581425959,0.348758180641163,0.331215651096558,"Me1_v2_0160000/Me1_v2_0078830/Me1_v2_0102400/Me1_v2_0057110",4
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","4/446","15/5408",0.0299581581425959,0.348758180641163,0.331215651096558,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0234360/Me1_v2_0197210",4
"GO:0043562","GO:0043562","cellular response to nitrogen levels","4/446","15/5408",0.0299581581425959,0.348758180641163,0.331215651096558,"Me1_v2_0140510/Me1_v2_0205230/Me1_v2_0234520/Me1_v2_0205640",4
"GO:0051098","GO:0051098","regulation of binding","4/446","15/5408",0.0299581581425959,0.348758180641163,0.331215651096558,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0030690/Me1_v2_0212290",4
"GO:0034605","GO:0034605","cellular response to heat","5/446","22/5408",0.0303378807311858,0.348791411387733,0.331247210337237,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0083500/Me1_v2_0171870",5
"GO:0090056","GO:0090056","regulation of chlorophyll metabolic process","5/446","22/5408",0.0303378807311858,0.348791411387733,0.331247210337237,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0171870/Me1_v2_0051870",5
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","14/446","101/5408",0.0364964804759996,0.417006082475773,0.396030684827286,"Me1_v2_0060490/Me1_v2_0185340/Me1_v2_0140510/Me1_v2_0080830/Me1_v2_0139000/Me1_v2_0207400/Me1_v2_0099170/Me1_v2_0205660/Me1_v2_0103310/Me1_v2_0205230/Me1_v2_0199710/Me1_v2_0189010/Me1_v2_0234520/Me1_v2_0205640",14
"GO:0051310","GO:0051310","metaphase plate congression","4/446","16/5408",0.0374166673413926,0.424897246925875,0.403524923862613,"Me1_v2_0197210/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0146380",4
"GO:0042364","GO:0042364","water-soluble vitamin biosynthetic process","6/446","31/5408",0.0381189735982326,0.430233049575174,0.408592335744855,"Me1_v2_0185340/Me1_v2_0160000/Me1_v2_0110860/Me1_v2_0196410/Me1_v2_0102400/Me1_v2_0224120",6
"GO:0009416","GO:0009416","response to light stimulus","36/446","325/5408",0.0392398566010675,0.43768336899337,0.415667904244606,"Me1_v2_0224350/Me1_v2_0214160/Me1_v2_0214180/Me1_v2_0214100/Me1_v2_0114600/Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0103200/Me1_v2_0111960/Me1_v2_0185340/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0080830/Me1_v2_0065960/Me1_v2_0207400/Me1_v2_0135890/Me1_v2_0066440/Me1_v2_0195300/Me1_v2_0073130/Me1_v2_0207470/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0083500/Me1_v2_0111850/Me1_v2_0134820/Me1_v2_0187160/Me1_v2_0094600/Me1_v2_0171870/Me1_v2_0124990/Me1_v2_0215600/Me1_v2_0216110/Me1_v2_0235280/Me1_v2_0184520/Me1_v2_0070300/Me1_v2_0221950/Me1_v2_0196690",36
"GO:0004175","GO:0004175","endopeptidase activity","14/446","102/5408",0.0392519931133978,0.43768336899337,0.415667904244606,"Me1_v2_0233240/Me1_v2_0233250/Me1_v2_0201020/Me1_v2_0208800/Me1_v2_0109090/Me1_v2_0109700/Me1_v2_0078350/Me1_v2_0081390/Me1_v2_0032910/Me1_v2_0081400/Me1_v2_0235280/Me1_v2_0224050/Me1_v2_0125100/Me1_v2_0122720",14
"GO:0031977","GO:0031977","thylakoid lumen","8/446","48/5408",0.0405563128140861,0.449519371370499,0.426908555937748,"Me1_v2_0134500/Me1_v2_0122760/Me1_v2_0158640/Me1_v2_0078350/Me1_v2_0072820/Me1_v2_0070300/Me1_v2_0134740/Me1_v2_0196690",8
"GO:0019439","GO:0019439","aromatic compound catabolic process","16/446","122/5408",0.0416254849194768,0.456570081513612,0.433604615500999,"Me1_v2_0215170/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0215180/Me1_v2_0199730/Me1_v2_0102850/Me1_v2_0115590/Me1_v2_0052020/Me1_v2_0167270/Me1_v2_0036840/Me1_v2_0128130/Me1_v2_0189820/Me1_v2_0137350/Me1_v2_0122130/Me1_v2_0205230/Me1_v2_0219920",16
"GO:0006839","GO:0006839","mitochondrial transport","9/446","57/5408",0.0419324223972523,0.456570081513612,0.433604615500999,"Me1_v2_0154240/Me1_v2_0076880/Me1_v2_0228210/Me1_v2_0128150/Me1_v2_0113940/Me1_v2_0061870/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0061860",9
"GO:0019748","GO:0019748","secondary metabolic process","9/446","57/5408",0.0419324223972523,0.456570081513612,0.433604615500999,"Me1_v2_0074290/Me1_v2_0213110/Me1_v2_0074320/Me1_v2_0155600/Me1_v2_0131420/Me1_v2_0124740/Me1_v2_0124780/Me1_v2_0191160/Me1_v2_0061010",9
"GO:1901401","GO:1901401","regulation of tetrapyrrole metabolic process","5/446","24/5408",0.0427716712163617,0.4618158752528,0.438586545919518,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0171870/Me1_v2_0051870",5
"GO:0006995","GO:0006995","cellular response to nitrogen starvation","3/446","10/5408",0.043162693905313,0.4618158752528,0.438586545919518,"Me1_v2_0140510/Me1_v2_0205230/Me1_v2_0234520",3
"GO:0071949","GO:0071949","FAD binding","3/446","10/5408",0.043162693905313,0.4618158752528,0.438586545919518,"Me1_v2_0120640/Me1_v2_0038880/Me1_v2_0158220",3
"GO:0071496","GO:0071496","cellular response to external stimulus","14/446","104/5408",0.045202436216858,0.480860399065541,0.456673130563538,"Me1_v2_0060490/Me1_v2_0185340/Me1_v2_0140510/Me1_v2_0080830/Me1_v2_0139000/Me1_v2_0207400/Me1_v2_0099170/Me1_v2_0205660/Me1_v2_0103310/Me1_v2_0205230/Me1_v2_0199710/Me1_v2_0189010/Me1_v2_0234520/Me1_v2_0205640",14
"GO:0032592","GO:0032592","integral component of mitochondrial membrane","4/446","17/5408",0.0458438804283689,0.481342158572775,0.457130657577147,"Me1_v2_0194020/Me1_v2_0061870/Me1_v2_0061860/Me1_v2_0064410",4
"GO:0051303","GO:0051303","establishment of chromosome localization","4/446","17/5408",0.0458438804283689,0.481342158572775,0.457130657577147,"Me1_v2_0197210/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0146380",4
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","9/446","58/5408",0.046177239050458,0.481342158572775,0.457130657577147,"Me1_v2_0063070/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0180850/Me1_v2_0149640/Me1_v2_0094760/Me1_v2_0161230",9
"GO:0042440","GO:0042440","pigment metabolic process","10/446","67/5408",0.0462879007163446,0.481342158572775,0.457130657577147,"Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0226280/Me1_v2_0115590/Me1_v2_0128130/Me1_v2_0189820/Me1_v2_0122130/Me1_v2_0188630/Me1_v2_0141650/Me1_v2_0179210",10
"GO:0071396","GO:0071396","cellular response to lipid","16/446","124/5408",0.0472541788740111,0.48864516813293,0.464066325901785,"Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0064660/Me1_v2_0180850/Me1_v2_0073130/Me1_v2_0149640/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0161230",16
"GO:0005777","GO:0005777","peroxisome","15/446","115/5408",0.049509221863704,0.506307014749813,0.480839781985378,"Me1_v2_0210340/Me1_v2_0133400/Me1_v2_0190930/Me1_v2_0072050/Me1_v2_0061830/Me1_v2_0055530/Me1_v2_0078830/Me1_v2_0228210/Me1_v2_0172230/Me1_v2_0216780/Me1_v2_0088910/Me1_v2_0107080/Me1_v2_0124950/Me1_v2_0196170/Me1_v2_0233730",15
"GO:0042579","GO:0042579","microbody","15/446","115/5408",0.049509221863704,0.506307014749813,0.480839781985378,"Me1_v2_0210340/Me1_v2_0133400/Me1_v2_0190930/Me1_v2_0072050/Me1_v2_0061830/Me1_v2_0055530/Me1_v2_0078830/Me1_v2_0228210/Me1_v2_0172230/Me1_v2_0216780/Me1_v2_0088910/Me1_v2_0107080/Me1_v2_0124950/Me1_v2_0196170/Me1_v2_0233730",15
"GO:0018209","GO:0018209","peptidyl-serine modification","9/446","59/5408",0.0506990240396078,0.513044546979397,0.487238416477917,"Me1_v2_0063070/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0180850/Me1_v2_0149640/Me1_v2_0094760/Me1_v2_0161230",9
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","17/446","135/5408",0.0507223944339436,0.513044546979397,0.487238416477917,"Me1_v2_0215170/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0215180/Me1_v2_0199730/Me1_v2_0102850/Me1_v2_0115590/Me1_v2_0120640/Me1_v2_0052020/Me1_v2_0167270/Me1_v2_0036840/Me1_v2_0128130/Me1_v2_0189820/Me1_v2_0137350/Me1_v2_0122130/Me1_v2_0205230/Me1_v2_0219920",17
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","16/446","126/5408",0.0534012085719612,0.527093246136626,0.500580466347161,"Me1_v2_0130990/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0102850/Me1_v2_0115590/Me1_v2_0120640/Me1_v2_0085320/Me1_v2_0052020/Me1_v2_0036840/Me1_v2_0181120/Me1_v2_0162930/Me1_v2_0097840/Me1_v2_0050320/Me1_v2_0007500/Me1_v2_0233210",16
"GO:0015399","GO:0015399","primary active transmembrane transporter activity","11/446","78/5408",0.0536804322605641,0.527093246136626,0.500580466347161,"Me1_v2_0088010/Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0076660/Me1_v2_0185800/Me1_v2_0177450/Me1_v2_0124780/Me1_v2_0177460/Me1_v2_0234230/Me1_v2_0106680",11
"GO:0006637","GO:0006637","acyl-CoA metabolic process","4/446","18/5408",0.0552379329318348,0.527093246136626,0.500580466347161,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840",4
"GO:0035383","GO:0035383","thioester metabolic process","4/446","18/5408",0.0552379329318348,0.527093246136626,0.500580466347161,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840",4
"GO:0098573","GO:0098573","intrinsic component of mitochondrial membrane","4/446","18/5408",0.0552379329318348,0.527093246136626,0.500580466347161,"Me1_v2_0194020/Me1_v2_0061870/Me1_v2_0061860/Me1_v2_0064410",4
"GO:1901568","GO:1901568","fatty acid derivative metabolic process","4/446","18/5408",0.0552379329318348,0.527093246136626,0.500580466347161,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840",4
"GO:0010029","GO:0010029","regulation of seed germination","8/446","51/5408",0.0552592198471731,0.527093246136626,0.500580466347161,"Me1_v2_0080920/Me1_v2_0135890/Me1_v2_0228930/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0092970/Me1_v2_0171870/Me1_v2_0064410",8
"GO:0010119","GO:0010119","regulation of stomatal movement","8/446","51/5408",0.0552592198471731,0.527093246136626,0.500580466347161,"Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0215600/Me1_v2_0184520",8
"GO:0006739","GO:0006739","NADP metabolic process","3/446","11/5408",0.0558132232537972,0.527093246136626,0.500580466347161,"Me1_v2_0227980/Me1_v2_0102400/Me1_v2_0057110",3
"GO:0006833","GO:0006833","water transport","3/446","11/5408",0.0558132232537972,0.527093246136626,0.500580466347161,"Me1_v2_0227850/Me1_v2_0088010/Me1_v2_0061010",3
"GO:0042044","GO:0042044","fluid transport","3/446","11/5408",0.0558132232537972,0.527093246136626,0.500580466347161,"Me1_v2_0227850/Me1_v2_0088010/Me1_v2_0061010",3
"GO:0051286","GO:0051286","cell tip","3/446","11/5408",0.0558132232537972,0.527093246136626,0.500580466347161,"Me1_v2_0107720/Me1_v2_0082220/Me1_v2_0181450",3
"GO:0061134","GO:0061134","peptidase regulator activity","3/446","11/5408",0.0558132232537972,0.527093246136626,0.500580466347161,"Me1_v2_0185560/Me1_v2_0185570/Me1_v2_0065270",3
"GO:0031667","GO:0031667","response to nutrient levels","15/446","117/5408",0.0561502505586853,0.527584333929576,0.501046852433901,"Me1_v2_0060490/Me1_v2_0185340/Me1_v2_0140510/Me1_v2_0080830/Me1_v2_0139000/Me1_v2_0207400/Me1_v2_0191160/Me1_v2_0205660/Me1_v2_0103310/Me1_v2_0140790/Me1_v2_0205230/Me1_v2_0199710/Me1_v2_0189010/Me1_v2_0234520/Me1_v2_0205640",15
"GO:0006767","GO:0006767","water-soluble vitamin metabolic process","6/446","34/5408",0.0566055767664566,0.529176376740966,0.502558815523565,"Me1_v2_0185340/Me1_v2_0160000/Me1_v2_0110860/Me1_v2_0196410/Me1_v2_0102400/Me1_v2_0224120",6
"GO:0009314","GO:0009314","response to radiation","38/446","357/5408",0.0580252864589133,0.539722639374113,0.512574601356177,"Me1_v2_0224350/Me1_v2_0214160/Me1_v2_0214180/Me1_v2_0214100/Me1_v2_0114600/Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0103200/Me1_v2_0111960/Me1_v2_0185340/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0080830/Me1_v2_0065960/Me1_v2_0207400/Me1_v2_0135890/Me1_v2_0066440/Me1_v2_0195300/Me1_v2_0073130/Me1_v2_0207470/Me1_v2_0089560/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0083500/Me1_v2_0111850/Me1_v2_0134820/Me1_v2_0187160/Me1_v2_0094600/Me1_v2_0171870/Me1_v2_0124990/Me1_v2_0215600/Me1_v2_0216110/Me1_v2_0235280/Me1_v2_0059810/Me1_v2_0184520/Me1_v2_0070300/Me1_v2_0221950/Me1_v2_0196690",38
"GO:0042626","GO:0042626","ATPase-coupled transmembrane transporter activity","10/446","70/5408",0.059537553033942,0.551020053329133,0.523303755614122,"Me1_v2_0088010/Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0076660/Me1_v2_0177450/Me1_v2_0124780/Me1_v2_0177460/Me1_v2_0234230/Me1_v2_0106680",10
"GO:0005516","GO:0005516","calmodulin binding","11/446","80/5408",0.0624637035450981,0.57522544906456,0.546291620425838,"Me1_v2_0063070/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0180850/Me1_v2_0080180/Me1_v2_0149640/Me1_v2_0144100/Me1_v2_0094760/Me1_v2_0161230",11
"GO:0003777","GO:0003777","microtubule motor activity","4/446","19/5408",0.0655863793408477,0.583655712307255,0.554297841595221,"Me1_v2_0098780/Me1_v2_0197210/Me1_v2_0070720/Me1_v2_0146380",4
"GO:0005871","GO:0005871","kinesin complex","4/446","19/5408",0.0655863793408477,0.583655712307255,0.554297841595221,"Me1_v2_0098780/Me1_v2_0197210/Me1_v2_0070720/Me1_v2_0146380",4
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","4/446","19/5408",0.0655863793408477,0.583655712307255,0.554297841595221,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0234360/Me1_v2_0197210",4
"GO:0022904","GO:0022904","respiratory electron transport chain","4/446","19/5408",0.0655863793408477,0.583655712307255,0.554297841595221,"Me1_v2_0038880/Me1_v2_0158220/Me1_v2_0194020/Me1_v2_0168570",4
"GO:0032204","GO:0032204","regulation of telomere maintenance","4/446","19/5408",0.0655863793408477,0.583655712307255,0.554297841595221,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0030690/Me1_v2_0212290",4
"GO:0050000","GO:0050000","chromosome localization","4/446","19/5408",0.0655863793408477,0.583655712307255,0.554297841595221,"Me1_v2_0197210/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0146380",4
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","4/446","19/5408",0.0655863793408477,0.583655712307255,0.554297841595221,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0030690/Me1_v2_0212290",4
"GO:0010224","GO:0010224","response to UV-B","7/446","44/5408",0.0662673777817396,0.586894336239234,0.557373562807883,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0171870/Me1_v2_0235280",7
"GO:0008233","GO:0008233","peptidase activity","21/446","181/5408",0.0677680927348585,0.597327331677252,0.567281778783026,"Me1_v2_0233240/Me1_v2_0233250/Me1_v2_0201020/Me1_v2_0067060/Me1_v2_0208800/Me1_v2_0109090/Me1_v2_0230690/Me1_v2_0109700/Me1_v2_0078350/Me1_v2_0081390/Me1_v2_0032910/Me1_v2_0081400/Me1_v2_0235280/Me1_v2_0224050/Me1_v2_0231040/Me1_v2_0125100/Me1_v2_0207950/Me1_v2_0053830/Me1_v2_0179300/Me1_v2_0122720/Me1_v2_0233730",21
"GO:0015925","GO:0015925","galactosidase activity","3/446","12/5408",0.0700058394462562,0.608360604765353,0.5777600784544,"Me1_v2_0133170/Me1_v2_0191160/Me1_v2_0119630",3
"GO:0016628","GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","3/446","12/5408",0.0700058394462562,0.608360604765353,0.5777600784544,"Me1_v2_0057530/Me1_v2_0091280/Me1_v2_0162590",3
"GO:0101031","GO:0101031","chaperone complex","3/446","12/5408",0.0700058394462562,0.608360604765353,0.5777600784544,"Me1_v2_0214160/Me1_v2_0214180/Me1_v2_0214100",3
"GO:0009991","GO:0009991","response to extracellular stimulus","16/446","131/5408",0.071149271851291,0.615274066655454,0.584325793349034,"Me1_v2_0060490/Me1_v2_0185340/Me1_v2_0140510/Me1_v2_0080830/Me1_v2_0139000/Me1_v2_0207400/Me1_v2_0099170/Me1_v2_0191160/Me1_v2_0205660/Me1_v2_0103310/Me1_v2_0140790/Me1_v2_0205230/Me1_v2_0199710/Me1_v2_0189010/Me1_v2_0234520/Me1_v2_0205640",16
"GO:0032880","GO:0032880","regulation of protein localization","6/446","36/5408",0.0714661935877486,0.615274066655454,0.584325793349034,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0080180/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0122720",6
"GO:0004857","GO:0004857","enzyme inhibitor activity","5/446","28/5408",0.0756283121372085,0.645106017354714,0.612657197521893,"Me1_v2_0220890/Me1_v2_0064660/Me1_v2_0065270/Me1_v2_0030690/Me1_v2_0212290",5
"GO:0031647","GO:0031647","regulation of protein stability","5/446","28/5408",0.0756283121372085,0.645106017354714,0.612657197521893,"Me1_v2_0227980/Me1_v2_0128150/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0217170",5
"GO:0010208","GO:0010208","pollen wall assembly","4/446","20/5408",0.0768672468872656,0.646733063583312,0.614202403357577,"Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0124780",4
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","4/446","20/5408",0.0768672468872656,0.646733063583312,0.614202403357577,"Me1_v2_0228930/Me1_v2_0156430/Me1_v2_0082220/Me1_v2_0061010",4
"GO:0085029","GO:0085029","extracellular matrix assembly","4/446","20/5408",0.0768672468872656,0.646733063583312,0.614202403357577,"Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0124780",4
