term	name
GO:0009556	microsporogenesis
GO:0010601	positive regulation of auxin biosynthetic process
GO:0034293	sexual sporulation
GO:0043934	sporulation
GO:0048236	plant-type sporogenesis
GO:0090355	positive regulation of auxin metabolic process
GO:0015095	magnesium ion transmembrane transporter activity
GO:0015693	magnesium ion transport
GO:0046873	metal ion transmembrane transporter activity
GO:1903830	magnesium ion transmembrane transport
GO:0005509	calcium ion binding
GO:0004072	aspartate kinase activity
GO:0004412	homoserine dehydrogenase activity
GO:0009069	serine family amino acid metabolic process
GO:0009070	serine family amino acid biosynthetic process
GO:0009090	homoserine biosynthetic process
GO:0009092	homoserine metabolic process
GO:0016774	phosphotransferase activity, carboxyl group as acceptor
GO:0019202	amino acid kinase activity
GO:0009435	NAD biosynthetic process
GO:0019359	nicotinamide nucleotide biosynthetic process
GO:0019362	pyridine nucleotide metabolic process
GO:0019363	pyridine nucleotide biosynthetic process
GO:0019674	NAD metabolic process
GO:0046496	nicotinamide nucleotide metabolic process
GO:0072524	pyridine-containing compound metabolic process
GO:0072525	pyridine-containing compound biosynthetic process
GO:0009723	response to ethylene
GO:0042542	response to hydrogen peroxide
GO:0009663	plasmodesma organization
GO:0010496	intercellular transport
GO:0010497	plasmodesmata-mediated intercellular transport
GO:0010501	RNA secondary structure unwinding
GO:0034330	cell junction organization
GO:0045216	cell-cell junction organization
GO:0006997	nucleus organization
GO:0003896	DNA primase activity
GO:0005657	replication fork
GO:0005658	alpha DNA polymerase:primase complex
GO:0006260	DNA replication
GO:0006261	DNA-templated DNA replication
GO:0006269	DNA replication, synthesis of RNA primer
GO:0006270	DNA replication initiation
GO:0006271	DNA strand elongation involved in DNA replication
GO:0006272	leading strand elongation
GO:0006273	lagging strand elongation
GO:0022616	DNA strand elongation
GO:0030894	replisome
GO:0032993	protein-DNA complex
GO:0043596	nuclear replication fork
GO:0043601	nuclear replisome
GO:0004652	polynucleotide adenylyltransferase activity
GO:0006378	mRNA polyadenylation
GO:0008334	histone mRNA metabolic process
GO:0010586	miRNA metabolic process
GO:0010587	miRNA catabolic process
GO:0016074	sno(s)RNA metabolic process
GO:0031126	sno(s)RNA 3'-end processing
GO:0032204	regulation of telomere maintenance
GO:0032205	negative regulation of telomere maintenance
GO:0032210	regulation of telomere maintenance via telomerase
GO:0032211	negative regulation of telomere maintenance via telomerase
GO:0033500	carbohydrate homeostasis
GO:0034661	ncRNA catabolic process
GO:0043144	sno(s)RNA processing
GO:0043628	ncRNA 3'-end processing
GO:0043629	ncRNA polyadenylation
GO:0043630	ncRNA polyadenylation involved in polyadenylation-dependent ncRNA catabolic process
GO:0043631	RNA polyadenylation
GO:0043633	polyadenylation-dependent RNA catabolic process
GO:0043634	polyadenylation-dependent ncRNA catabolic process
GO:0070566	adenylyltransferase activity
GO:0071044	histone mRNA catabolic process
GO:0071050	sno(s)RNA polyadenylation
GO:1904356	regulation of telomere maintenance via telomere lengthening
GO:1904357	negative regulation of telomere maintenance via telomere lengthening
GO:2000278	regulation of DNA biosynthetic process
GO:2000279	negative regulation of DNA biosynthetic process
GO:2001251	negative regulation of chromosome organization
GO:0009640	photomorphogenesis
GO:0009704	de-etiolation
GO:0036377	arbuscular mycorrhizal association
GO:0080167	response to karrikin
GO:0005198	structural molecule activity
GO:0005643	nuclear pore
GO:0006999	nuclear pore organization
GO:0017056	structural constituent of nuclear pore
GO:0044611	nuclear pore inner ring
GO:0000209	protein polyubiquitination
GO:0008113	peptide-methionine (S)-S-oxide reductase activity
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0033744	L-methionine:thioredoxin-disulfide S-oxidoreductase activity
GO:0034599	cellular response to oxidative stress
GO:0005844	polysome
GO:0019003	GDP binding
GO:0002252	immune effector process
GO:0009616	RNAi-mediated antiviral immune response
GO:0035821	modulation of process of another organism
GO:0044003	modulation by symbiont of host process
GO:0051607	defense response to virus
GO:0052018	modulation by symbiont of RNA levels in host
GO:0006723	cuticle hydrocarbon biosynthetic process
GO:0010025	wax biosynthetic process
GO:0010166	wax metabolic process
GO:0042335	cuticle development
GO:0043446	cellular alkane metabolic process
GO:0043447	alkane biosynthetic process
GO:0048232	male gamete generation
GO:0048235	pollen sperm cell differentiation
GO:0055046	microgametogenesis
GO:1901568	fatty acid derivative metabolic process
GO:1901570	fatty acid derivative biosynthetic process
GO:0006493	protein O-linked glycosylation
GO:0036066	protein O-linked fucosylation
GO:0046922	peptide-O-fucosyltransferase activity
GO:0015203	polyamine transmembrane transporter activity
GO:0015297	antiporter activity
GO:0015846	polyamine transport
GO:1902047	polyamine transmembrane transport
GO:0090333	regulation of stomatal closure
GO:0006694	steroid biosynthetic process
GO:0008398	sterol 14-demethylase activity
GO:0016126	sterol biosynthetic process
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0032451	demethylase activity
GO:0070988	demethylation
GO:1901617	organic hydroxy compound biosynthetic process
GO:0003712	transcription coregulator activity
GO:0003713	transcription coactivator activity
GO:0006366	transcription by RNA polymerase II
GO:0003993	acid phosphatase activity
GO:0005881	cytoplasmic microtubule
GO:0006073	cellular glucan metabolic process
GO:0009250	glucan biosynthetic process
GO:0009833	plant-type primary cell wall biogenesis
GO:0009898	cytoplasmic side of plasma membrane
GO:0009900	dehiscence
GO:0009901	anther dehiscence
GO:0010215	cellulose microfibril organization
GO:0010330	cellulose synthase complex
GO:0030243	cellulose metabolic process
GO:0030244	cellulose biosynthetic process
GO:0030865	cortical cytoskeleton organization
GO:0031122	cytoplasmic microtubule organization
GO:0032886	regulation of microtubule-based process
GO:0036449	microtubule minus-end
GO:0043066	negative regulation of apoptotic process
GO:0043069	negative regulation of programmed cell death
GO:0043622	cortical microtubule organization
GO:0044042	glucan metabolic process
GO:0044380	protein localization to cytoskeleton
GO:0048438	floral whorl development
GO:0048443	stamen development
GO:0048466	androecium development
GO:0048467	gynoecium development
GO:0048653	anther development
GO:0051211	anisotropic cell growth
GO:0051273	beta-glucan metabolic process
GO:0051274	beta-glucan biosynthetic process
GO:0051493	regulation of cytoskeleton organization
GO:0051592	response to calcium ion
GO:0055028	cortical microtubule
GO:0070507	regulation of microtubule cytoskeleton organization
GO:0070696	transmembrane receptor protein serine/threonine kinase binding
GO:0070726	cell wall assembly
GO:0071668	plant-type cell wall assembly
GO:0072697	protein localization to cell cortex
GO:0072698	protein localization to microtubule cytoskeleton
GO:0072699	protein localization to cortical microtubule cytoskeleton
GO:0098552	side of membrane
GO:0098562	cytoplasmic side of membrane
GO:1905421	regulation of plant organ morphogenesis
GO:1990752	microtubule end
GO:1990778	protein localization to cell periphery
GO:2000028	regulation of photoperiodism, flowering
GO:2000067	regulation of root morphogenesis
GO:2000280	regulation of root development
GO:0007029	endoplasmic reticulum organization
GO:0080119	ER body organization
GO:0035561	regulation of chromatin binding
GO:0035562	negative regulation of chromatin binding
GO:0048509	regulation of meristem development
GO:0051094	positive regulation of developmental process
GO:1902183	regulation of shoot apical meristem development
GO:1902185	positive regulation of shoot apical meristem development
GO:0001578	microtubule bundle formation
GO:0003777	microtubule motor activity
GO:0005871	kinesin complex
GO:0005875	microtubule associated complex
GO:0007018	microtubule-based movement
GO:0007267	cell-cell signaling
GO:0008569	minus-end-directed microtubule motor activity
GO:0010026	trichome differentiation
GO:0010090	trichome morphogenesis
GO:0010091	trichome branching
GO:0045165	cell fate commitment
GO:0045168	cell-cell signaling involved in cell fate commitment
GO:0048629	trichome patterning
GO:0072686	mitotic spindle
GO:0090626	plant epidermis morphogenesis
GO:0005388	P-type calcium transporter activity
GO:0010042	response to manganese ion
GO:0015085	calcium ion transmembrane transporter activity
GO:0015662	P-type ion transporter activity
GO:0019829	ATPase-coupled cation transmembrane transporter activity
GO:0022853	active ion transmembrane transporter activity
GO:0042625	ATPase-coupled ion transmembrane transporter activity
GO:0002831	regulation of response to biotic stimulus
GO:0010959	regulation of metal ion transport
GO:0016514	SWI/SNF complex
GO:0016586	RSC-type complex
GO:0032101	regulation of response to external stimulus
GO:0034756	regulation of iron ion transport
GO:0043269	regulation of ion transport
GO:1900150	regulation of defense response to fungus
GO:1900400	regulation of iron ion import into cell by regulation of transcription from RNA polymerase II promoter
GO:2000022	regulation of jasmonic acid mediated signaling pathway
GO:0000109	nucleotide-excision repair complex
GO:0000720	pyrimidine dimer repair by nucleotide-excision repair
GO:0000041	transition metal ion transport
GO:0005384	manganese ion transmembrane transporter activity
GO:0006828	manganese ion transport
GO:0010039	response to iron ion
GO:0046915	transition metal ion transmembrane transporter activity
GO:0048638	regulation of developmental growth
GO:0048639	positive regulation of developmental growth
GO:0051510	regulation of unidimensional cell growth
GO:0051512	positive regulation of unidimensional cell growth
GO:0055072	iron ion homeostasis
GO:0055076	transition metal ion homeostasis
GO:0071241	cellular response to inorganic substance
GO:0071248	cellular response to metal ion
GO:0071287	cellular response to manganese ion
GO:0071421	manganese ion transmembrane transport
GO:2000379	positive regulation of reactive oxygen species metabolic process
GO:0002520	immune system development
GO:0008013	beta-catenin binding
GO:0008170	N-methyltransferase activity
GO:0008276	protein methyltransferase activity
GO:0008284	positive regulation of cell population proliferation
GO:0016278	lysine N-methyltransferase activity
GO:0016279	protein-lysine N-methyltransferase activity
GO:0018022	peptidyl-lysine methylation
GO:0018023	peptidyl-lysine trimethylation
GO:0018024	histone-lysine N-methyltransferase activity
GO:0018205	peptidyl-lysine modification
GO:0030097	hemopoiesis
GO:0031490	chromatin DNA binding
GO:0034708	methyltransferase complex
GO:0034968	histone lysine methylation
GO:0035097	histone methyltransferase complex
GO:0042054	histone methyltransferase activity
GO:0043627	response to estrogen
GO:0044666	MLL3/4 complex
GO:0045652	regulation of megakaryocyte differentiation
GO:0048188	Set1C/COMPASS complex
GO:0048534	hematopoietic or lymphoid organ development
GO:0051568	histone H3-K4 methylation
GO:0060776	simple leaf morphogenesis
GO:0080182	histone H3-K4 trimethylation
GO:1904837	beta-catenin-TCF complex assembly
GO:0009295	nucleoid
GO:0010020	chloroplast fission
GO:0043572	plastid fission
GO:0032877	positive regulation of DNA endoreduplication
GO:0042023	DNA endoreduplication
GO:0044786	cell cycle DNA replication
GO:0045740	positive regulation of DNA replication
GO:0051054	positive regulation of DNA metabolic process
GO:2000105	positive regulation of DNA-templated DNA replication
GO:0004707	MAP kinase activity
GO:0006971	hypotonic response
GO:0006972	hyperosmotic response
GO:0007112	male meiosis cytokinesis
GO:0007140	male meiotic nuclear division
GO:0009504	cell plate
GO:0009861	jasmonic acid and ethylene-dependent systemic resistance
GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway
GO:0009868	jasmonic acid and ethylene-dependent systemic resistance, jasmonic acid mediated signaling pathway
GO:0010101	post-embryonic root morphogenesis
GO:0010102	lateral root morphogenesis
GO:0010311	lateral root formation
GO:0032260	response to jasmonic acid stimulus involved in jasmonic acid and ethylene-dependent systemic resistance
GO:0033206	meiotic cytokinesis
GO:0042539	hypotonic salinity response
GO:0052031	modulation by symbiont of host defense response
GO:0052167	modulation by symbiont of host innate immune response
GO:0052173	response to defenses of other organism
GO:0052200	response to host defenses
GO:0052553	modulation by symbiont of host immune response
GO:0052572	response to host immune response
GO:0075136	response to host
GO:0080026	response to indolebutyric acid
GO:1905393	plant organ formation
GO:0004746	riboflavin synthase activity
GO:0006771	riboflavin metabolic process
GO:0009231	riboflavin biosynthetic process
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0042726	flavin-containing compound metabolic process
GO:0042727	flavin-containing compound biosynthetic process
GO:0000038	very long-chain fatty acid metabolic process
GO:0042761	very long-chain fatty acid biosynthetic process
GO:0004797	thymidine kinase activity
GO:0009120	deoxyribonucleoside metabolic process
GO:0009157	deoxyribonucleoside monophosphate biosynthetic process
GO:0009162	deoxyribonucleoside monophosphate metabolic process
GO:0010225	response to UV-C
GO:0019136	deoxynucleoside kinase activity
GO:0046104	thymidine metabolic process
GO:0046125	pyrimidine deoxyribonucleoside metabolic process
GO:0000182	rDNA binding
GO:0003725	double-stranded RNA binding
GO:0006356	regulation of transcription by RNA polymerase I
GO:0006413	translational initiation
GO:0031334	positive regulation of protein-containing complex assembly
GO:0043023	ribosomal large subunit binding
GO:0043254	regulation of protein-containing complex assembly
GO:0044087	regulation of cellular component biogenesis
GO:0044089	positive regulation of cellular component biogenesis
GO:0045943	positive regulation of transcription by RNA polymerase I
GO:0051090	regulation of DNA-binding transcription factor activity
GO:0051091	positive regulation of DNA-binding transcription factor activity
GO:0051092	positive regulation of NF-kappaB transcription factor activity
GO:0061702	inflammasome complex
GO:0072559	NLRP3 inflammasome complex
GO:1900225	regulation of NLRP3 inflammasome complex assembly
GO:1900227	positive regulation of NLRP3 inflammasome complex assembly
GO:0010410	hemicellulose metabolic process
GO:0016413	O-acetyltransferase activity
GO:0045491	xylan metabolic process
GO:0045492	xylan biosynthetic process
GO:1990538	xylan O-acetyltransferase activity
GO:0003844	1,4-alpha-glucan branching enzyme activity
GO:0005982	starch metabolic process
GO:0009501	amyloplast
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
GO:0004564	beta-fructofuranosidase activity
GO:0016798	hydrolase activity, acting on glycosyl bonds
GO:0009812	flavonoid metabolic process
GO:0009813	flavonoid biosynthetic process
GO:0009914	hormone transport
GO:0009926	auxin polar transport
GO:0060918	auxin transport
GO:0010222	stem vascular tissue pattern formation
GO:0010588	cotyledon vascular tissue pattern formation
GO:0048598	embryonic morphogenesis
GO:0048826	cotyledon morphogenesis
GO:0016853	isomerase activity
GO:0016854	racemase and epimerase activity
GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives
GO:0019321	pentose metabolic process
GO:0019322	pentose biosynthetic process
GO:0019566	arabinose metabolic process
GO:0019567	arabinose biosynthetic process
GO:0050373	UDP-arabinose 4-epimerase activity
GO:1901031	regulation of response to reactive oxygen species
GO:1990641	response to iron ion starvation
GO:0006734	NADH metabolic process
GO:0006739	NADP metabolic process
GO:0016836	hydro-lyase activity
GO:0047453	ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0052856	NADHX epimerase activity
GO:0052857	NADPHX epimerase activity
GO:0004721	phosphoprotein phosphatase activity
GO:0004722	protein serine/threonine phosphatase activity
GO:0006470	protein dephosphorylation
GO:0009788	negative regulation of abscisic acid-activated signaling pathway
GO:1901420	negative regulation of response to alcohol
GO:1905958	negative regulation of cellular response to alcohol
GO:0006595	polyamine metabolic process
GO:0006598	polyamine catabolic process
GO:0009310	amine catabolic process
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors
GO:0016647	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor
GO:0042402	cellular biogenic amine catabolic process
GO:0046592	polyamine oxidase activity
GO:0006606	protein import into nucleus
GO:0017038	protein import
GO:0022618	ribonucleoprotein complex assembly
GO:0034504	protein localization to nucleus
GO:0051170	import into nucleus
GO:0070922	RISC complex assembly
GO:0071826	ribonucleoprotein complex subunit organization
GO:0000123	histone acetyltransferase complex
GO:0005667	transcription regulator complex
GO:0005669	transcription factor TFIID complex
GO:0006352	DNA-templated transcription, initiation
GO:0006367	transcription initiation from RNA polymerase II promoter
GO:0031248	protein acetyltransferase complex
GO:0033276	transcription factor TFTC complex
GO:0070461	SAGA-type complex
GO:0090575	RNA polymerase II transcription regulator complex
GO:1902493	acetyltransferase complex
GO:0000305	response to oxygen radical
GO:0004362	glutathione-disulfide reductase (NADPH) activity
GO:0015036	disulfide oxidoreductase activity
GO:0015038	glutathione disulfide oxidoreductase activity
GO:0016209	antioxidant activity
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0045454	cell redox homeostasis
GO:0097237	cellular response to toxic substance
GO:0098754	detoxification
GO:0098869	cellular oxidant detoxification
GO:1990748	cellular detoxification
GO:0000287	magnesium ion binding
GO:0016855	racemase and epimerase activity, acting on amino acids and derivatives
GO:0006655	phosphatidylglycerol biosynthetic process
GO:0046471	phosphatidylglycerol metabolic process
GO:0006906	vesicle fusion
GO:0033263	CORVET complex
GO:0034058	endosomal vesicle fusion
GO:0048284	organelle fusion
GO:0061025	membrane fusion
GO:0090174	organelle membrane fusion
GO:0000502	proteasome complex
GO:0003743	translation initiation factor activity
GO:0006417	regulation of translation
GO:0008135	translation factor activity, RNA binding
GO:0017148	negative regulation of translation
GO:0030371	translation repressor activity
GO:0031597	cytosolic proteasome complex
GO:0032269	negative regulation of cellular protein metabolic process
GO:0034248	regulation of cellular amide metabolic process
GO:0034249	negative regulation of cellular amide metabolic process
GO:0045182	translation regulator activity
GO:0051248	negative regulation of protein metabolic process
GO:1905368	peptidase complex
GO:1905369	endopeptidase complex
GO:0006283	transcription-coupled nucleotide-excision repair
GO:0006353	DNA-templated transcription, termination
GO:0006369	termination of RNA polymerase II transcription
GO:0016073	snRNA metabolic process
GO:0016180	snRNA processing
GO:0019904	protein domain specific binding
GO:0033677	DNA/RNA helicase activity
GO:0033678	5'-3' DNA/RNA helicase activity
GO:0035649	Nrd1 complex
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0043620	regulation of DNA-templated transcription in response to stress
GO:0045005	DNA-templated DNA replication maintenance of fidelity
GO:1990248	regulation of transcription from RNA polymerase II promoter in response to DNA damage
GO:0032040	small-subunit processome
GO:0034388	Pwp2p-containing subcomplex of 90S preribosome
GO:0031977	thylakoid lumen
GO:0000104	succinate dehydrogenase activity
GO:0005740	mitochondrial envelope
GO:0005743	mitochondrial inner membrane
GO:0005746	mitochondrial respirasome
GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)
GO:0006119	oxidative phosphorylation
GO:0006121	mitochondrial electron transport, succinate to ubiquinone
GO:0006163	purine nucleotide metabolic process
GO:0009055	electron transfer activity
GO:0009061	anaerobic respiration
GO:0009126	purine nucleoside monophosphate metabolic process
GO:0009141	nucleoside triphosphate metabolic process
GO:0009144	purine nucleoside triphosphate metabolic process
GO:0009150	purine ribonucleotide metabolic process
GO:0009167	purine ribonucleoside monophosphate metabolic process
GO:0009199	ribonucleoside triphosphate metabolic process
GO:0009205	purine ribonucleoside triphosphate metabolic process
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
GO:0019866	organelle inner membrane
GO:0031966	mitochondrial membrane
GO:0042773	ATP synthesis coupled electron transport
GO:0042775	mitochondrial ATP synthesis coupled electron transport
GO:0045257	succinate dehydrogenase complex (ubiquinone)
GO:0045273	respiratory chain complex II
GO:0045281	succinate dehydrogenase complex
GO:0045283	fumarate reductase complex
GO:0046034	ATP metabolic process
GO:0050897	cobalt ion binding
GO:0070469	respirasome
GO:0098800	inner mitochondrial membrane protein complex
GO:0098803	respiratory chain complex
GO:0005513	detection of calcium ion
GO:0009593	detection of chemical stimulus
GO:0019722	calcium-mediated signaling
GO:0019932	second-messenger-mediated signaling
GO:0051606	detection of stimulus
GO:0055075	potassium ion homeostasis
GO:0009847	spore germination
GO:0044409	entry into host
GO:0048102	autophagic cell death
GO:0000150	DNA strand exchange activity
GO:0000730	DNA recombinase assembly
GO:0006312	mitotic recombination
GO:0010212	response to ionizing radiation
GO:0042148	strand invasion
GO:0045003	double-strand break repair via synthesis-dependent strand annealing
GO:0090735	DNA repair complex assembly
GO:0016759	cellulose synthase activity
GO:0046527	glucosyltransferase activity
GO:0000118	histone deacetylase complex
GO:0004407	histone deacetylase activity
GO:0006473	protein acetylation
GO:0006475	internal protein amino acid acetylation
GO:0006476	protein deacetylation
GO:0009292	horizontal gene transfer
GO:0009294	DNA-mediated transformation
GO:0016573	histone acetylation
GO:0016575	histone deacetylation
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0018393	internal peptidyl-lysine acetylation
GO:0018394	peptidyl-lysine acetylation
GO:0019213	deacetylase activity
GO:0033558	protein lysine deacetylase activity
GO:0035601	protein deacylation
GO:0043543	protein acylation
GO:0098732	macromolecule deacylation
GO:1902459	positive regulation of stem cell population maintenance
GO:2000036	regulation of stem cell population maintenance
GO:0006813	potassium ion transport
GO:0006814	sodium ion transport
GO:0012506	vesicle membrane
GO:0015079	potassium ion transmembrane transporter activity
GO:0015081	sodium ion transmembrane transporter activity
GO:0030659	cytoplasmic vesicle membrane
GO:0035725	sodium ion transmembrane transport
GO:0043157	response to cation stress
GO:0071805	potassium ion transmembrane transport
GO:0009702	L-arabinokinase activity
GO:0019200	carbohydrate kinase activity
GO:0046835	carbohydrate phosphorylation
GO:0000729	DNA double-strand break processing
GO:0000792	heterochromatin
GO:0016363	nuclear matrix
GO:0034399	nuclear periphery
GO:0035861	site of double-strand break
GO:0051304	chromosome separation
GO:0070932	histone H3 deacetylation
GO:0070933	histone H4 deacetylation
GO:0071494	cellular response to UV-C
GO:0090734	site of DNA damage
GO:0005798	Golgi-associated vesicle
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0012507	ER to Golgi transport vesicle membrane
GO:0022406	membrane docking
GO:0030133	transport vesicle
GO:0030134	COPII-coated ER to Golgi transport vesicle
GO:0030658	transport vesicle membrane
GO:0030660	Golgi-associated vesicle membrane
GO:0030662	coated vesicle membrane
GO:0032527	protein exit from endoplasmic reticulum
GO:0045056	transcytosis
GO:0048211	Golgi vesicle docking
GO:0048278	vesicle docking
GO:0140056	organelle localization by membrane tethering
GO:0032543	mitochondrial translation
GO:0140053	mitochondrial gene expression
GO:0004559	alpha-mannosidase activity
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
GO:0006491	N-glycan processing
GO:0015923	mannosidase activity
GO:0015924	mannosyl-oligosaccharide mannosidase activity
GO:0030433	ubiquitin-dependent ERAD pathway
GO:0036503	ERAD pathway
GO:0015839	cadaverine transport
GO:0004048	anthranilate phosphoribosyltransferase activity
GO:0006839	mitochondrial transport
GO:0015234	thiamine transmembrane transporter activity
GO:0015605	organophosphate ester transmembrane transporter activity
GO:0030974	thiamine pyrophosphate transmembrane transport
GO:0031300	intrinsic component of organelle membrane
GO:0031301	integral component of organelle membrane
GO:0031304	intrinsic component of mitochondrial inner membrane
GO:0031305	integral component of mitochondrial inner membrane
GO:0032592	integral component of mitochondrial membrane
GO:0035461	vitamin transmembrane transport
GO:0045117	azole transmembrane transport
GO:0051180	vitamin transport
GO:0071934	thiamine transmembrane transport
GO:0072531	pyrimidine-containing compound transmembrane transport
GO:0090422	thiamine pyrophosphate transmembrane transporter activity
GO:0090482	vitamin transmembrane transporter activity
GO:0098573	intrinsic component of mitochondrial membrane
GO:1901474	azole transmembrane transporter activity
GO:0005839	proteasome core complex
GO:0010499	proteasomal ubiquitin-independent protein catabolic process
GO:0010952	positive regulation of peptidase activity
GO:0016504	peptidase activator activity
GO:0052547	regulation of peptidase activity
GO:0061134	peptidase regulator activity
GO:0070577	lysine-acetylated histone binding
GO:0070628	proteasome binding
GO:0140033	acetylation-dependent protein binding
GO:0031267	small GTPase binding
GO:0031338	regulation of vesicle fusion
GO:0060627	regulation of vesicle-mediated transport
GO:0090630	activation of GTPase activity
GO:0005385	zinc ion transmembrane transporter activity
GO:0006829	zinc ion transport
GO:0071577	zinc ion transmembrane transport
GO:0000045	autophagosome assembly
GO:0000422	autophagy of mitochondrion
GO:0000423	mitophagy
GO:0005929	cilium
GO:0005930	axoneme
GO:0006914	autophagy
GO:0007005	mitochondrion organization
GO:0009792	embryo development ending in birth or egg hatching
GO:0010508	positive regulation of autophagy
GO:0010656	negative regulation of muscle cell apoptotic process
GO:0010660	regulation of muscle cell apoptotic process
GO:0010662	regulation of striated muscle cell apoptotic process
GO:0010664	negative regulation of striated muscle cell apoptotic process
GO:0010665	regulation of cardiac muscle cell apoptotic process
GO:0010667	negative regulation of cardiac muscle cell apoptotic process
GO:0016236	macroautophagy
GO:0021915	neural tube development
GO:0022411	cellular component disassembly
GO:0030139	endocytic vesicle
GO:0032838	plasma membrane bounded cell projection cytoplasm
GO:0043009	chordate embryonic development
GO:0043524	negative regulation of neuron apoptotic process
GO:0043550	regulation of lipid kinase activity
GO:0043551	regulation of phosphatidylinositol 3-kinase activity
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity
GO:0045335	phagocytic vesicle
GO:0061726	mitochondrion disassembly
GO:0061912	selective autophagy
GO:0061919	process utilizing autophagic mechanism
GO:0070925	organelle assembly
GO:0090218	positive regulation of lipid kinase activity
GO:0097014	ciliary plasm
GO:0098780	response to mitochondrial depolarisation
GO:1901215	negative regulation of neuron death
GO:1903008	organelle disassembly
GO:1903725	regulation of phospholipid metabolic process
GO:1903727	positive regulation of phospholipid metabolic process
GO:1905037	autophagosome organization
GO:0010584	pollen exine formation
GO:0000413	protein peptidyl-prolyl isomerization
GO:0003755	peptidyl-prolyl cis-trans isomerase activity
GO:0010075	regulation of meristem growth
GO:0010082	regulation of root meristem growth
GO:0010305	leaf vascular tissue pattern formation
GO:0010338	leaf formation
GO:0016018	cyclosporin A binding
GO:0016859	cis-trans isomerase activity
GO:0018208	peptidyl-proline modification
GO:0031056	regulation of histone modification
GO:0031060	regulation of histone methylation
GO:0048440	carpel development
GO:0048442	sepal development
GO:0048447	sepal morphogenesis
GO:0048449	floral organ formation
GO:0048453	sepal formation
GO:0048464	flower calyx development
GO:1902275	regulation of chromatin organization
GO:0008028	monocarboxylic acid transmembrane transporter activity
GO:0009528	plastid inner membrane
GO:0009706	chloroplast inner membrane
GO:0015665	alcohol transmembrane transporter activity
GO:0015718	monocarboxylic acid transport
GO:0015850	organic hydroxy compound transport
GO:0031969	chloroplast membrane
GO:0042170	plastid membrane
GO:0042873	aldonate transmembrane transport
GO:0042879	aldonate transmembrane transporter activity
GO:0043879	glycolate transmembrane transporter activity
GO:0097339	glycolate transmembrane transport
GO:1900866	glycolate transport
GO:1901618	organic hydroxy compound transmembrane transporter activity
GO:1901974	glycerate transmembrane transporter activity
GO:1901975	glycerate transmembrane transport
GO:0008378	galactosyltransferase activity
GO:0048531	beta-1,3-galactosyltransferase activity
GO:0030008	TRAPP complex
GO:0034498	early endosome to Golgi transport
GO:1990071	TRAPPII protein complex
GO:0016973	poly(A)+ mRNA export from nucleus
GO:0001510	RNA methylation
GO:0008283	cell population proliferation
GO:0010928	regulation of auxin mediated signaling pathway
GO:0030488	tRNA methylation
GO:0031538	negative regulation of anthocyanin metabolic process
GO:0033588	elongator holoenzyme complex
GO:0035265	organ growth
GO:0048530	fruit morphogenesis
GO:0080178	5-carbamoylmethyl uridine residue modification
GO:0008173	RNA methyltransferase activity
GO:0008174	mRNA methyltransferase activity
GO:0016556	mRNA modification
GO:0031515	tRNA (m1A) methyltransferase complex
GO:0043527	tRNA methyltransferase complex
GO:0061953	mRNA (adenine-N1-)-methyltransferase activity
GO:0080009	mRNA methylation
GO:0008022	protein C-terminus binding
GO:0000723	telomere maintenance
GO:0006282	regulation of DNA repair
GO:0010569	regulation of double-strand break repair via homologous recombination
GO:0032200	telomere organization
GO:0043007	maintenance of rDNA
GO:0060249	anatomical structure homeostasis
GO:0070716	mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication
GO:2000779	regulation of double-strand break repair
GO:2001020	regulation of response to DNA damage stimulus
GO:0019843	rRNA binding
GO:0009521	photosystem
GO:0009522	photosystem I
GO:0009533	chloroplast stromal thylakoid
GO:0004712	protein serine/threonine/tyrosine kinase activity
GO:0009746	response to hexose
GO:0009750	response to fructose
GO:0034284	response to monosaccharide
GO:0040034	regulation of development, heterochronic
GO:0048506	regulation of timing of meristematic phase transition
